Cantidad_Total,Venta_Total,NumeroDocumento,NombreCliente,Municipio,Departamento,NombreProducto,NitCliente,Fuente,CodVendedor,NombreVendedor,Referencia,FechaDocumento,Presentacion,Clasificacion,Meses de la ultima compra,Vent_positivas,Dev_positivas
-0.2,-262059,DEV0000405,Cliente 170,PASTO,NARI•O,PAPEL CELOFAN AMARILLO,45516741-3,Devoluci¢n,08,Vendedor 1,14393004,13/10/2023,UNIDAD,CELOFAN,17,0,262059
-2000,-30665000,DEV0000406,Cliente 225,SINCELEJO,SUCRE,PARAFINA CHINA SR 58-60,670058608-4,Devoluci¢n,16,Vendedor 2,14361006,20/10/2023,KILOS,PARAFINAS,17,0,30665000
-4.728,-195680.1,DEV0000407,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA ESPA•OLA,746809218-1,Devoluci¢n,16,Vendedor 2,14394002,20/10/2023,KILOS,CERAS Y ADITIVOS,17,0,195680.1
-1000,-15482500,DEV0000408,Cliente 119,BOGOTA,SANTA FE DE BOGOTA,PARAFINA CHINA SR 58-60,74465190-9,Devoluci¢n,14,Vendedor 5,14361006,26/10/2023,KILOS,PARAFINAS,17,0,15482500
-400,-5311000,DEV0000408,Cliente 119,BOGOTA,SANTA FE DE BOGOTA,ACIDO ESTEARICO HPS P10,74465190-9,Devoluci¢n,14,Vendedor 5,14392002,26/10/2023,KILOS,CERAS Y ADITIVOS,17,0,5311000
-8,-319320,DEV0000409,Cliente 80,ENVIGADO,Antioquia,CERA BRASILERA N,746809218-1,Devoluci¢n,16,Vendedor 2,143703,28/10/2023,KILOS,CERAS Y ADITIVOS,17,0,319320
-300,-4727250,DEV0000410,Cliente 98,BOGOTA,SANTA FE DE BOGOTA,PARAFINA SR 58/60,683174148-2,Devoluci¢n,14,Vendedor 5,14391002,31/10/2023,KILOS,PARAFINAS,17,0,4727250
-15,-956250,DEV0000411,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,SILICONA,374220492-8,Devoluci¢n,08,Vendedor 1,14397007,20/11/2023,KILOS,QUIMICOS,16,0,956250
-42,-916335,DEV0000412,Cliente 226,Medell°n,Antioquia,POLIOL POLIMERICO,3006837740-3,Devoluci¢n,16,Vendedor 2,14397003,25/11/2023,KILOS,QUIMICOS,16,0,916335
-50,-1359375,DEV0000412,Cliente 226,Medell°n,Antioquia,T.D.I. 80/20,3006837740-3,Devoluci¢n,16,Vendedor 2,14397004,25/11/2023,KILOS,QUIMICOS,16,0,1359375
-600,-9391500,DEV0000413,Cliente 227,CALI,VALLE DEL CAUCA,PARAFINA CHINA SR 58-60,757386765-1,Devoluci¢n,17,Vendedor 6,14361006,27/11/2023,KILOS,PARAFINAS,16,0,9391500
-310,-4353950,DEV0000414,Cliente 228,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,168800633-8,Devoluci¢n,14,Vendedor 5,14361002,27/11/2023,KILOS,PARAFINAS,16,0,4353950
-20,-325900,DEV0000415,Cliente 229,GUADUAS,CUNDINAMARCA,PARAFINA CHINA SR 58-60,319153267-7,Devoluci¢n,08,Vendedor 1,14361006,28/11/2023,KILOS,PARAFINAS,16,0,325900
-0.2,-262059,DEV0000416,Cliente 170,PASTO,NARI•O,PAPEL CELOFAN ROJO,45516741-3,Devoluci¢n,08,Vendedor 1,14393002,29/11/2023,UNIDAD,CELOFAN,16,0,262059
-0.4,-524118,DEV0000416,Cliente 170,PASTO,NARI•O,PAPEL CELOFAN AMARILLO,45516741-3,Devoluci¢n,08,Vendedor 1,14393004,29/11/2023,UNIDAD,CELOFAN,16,0,524118
-200,-5617500,DEV0000417,Cliente 230,BUCARAMANGA,SANTANDER,T.D.I. 80/20,716280286-4,Devoluci¢n,08,Vendedor 1,14397004,30/11/2023,KILOS,QUIMICOS,16,0,5617500
-50,-479750,DEV0000417,Cliente 230,BUCARAMANGA,SANTANDER,CLORURO DE METILENO,716280286-4,Devoluci¢n,08,Vendedor 1,14397005,30/11/2023,KILOS,QUIMICOS,16,0,479750
-240,-8342400,DEV0000417,Cliente 230,BUCARAMANGA,SANTANDER,MDI,716280286-4,Devoluci¢n,08,Vendedor 1,14397006,30/11/2023,KILOS,QUIMICOS,16,0,8342400
-5,-315562.5,DEV0000417,Cliente 230,BUCARAMANGA,SANTANDER,SILICONA,716280286-4,Devoluci¢n,08,Vendedor 1,14397007,30/11/2023,KILOS,QUIMICOS,16,0,315562.5
-1000,-158400,DEV0000418,Cliente 231,BOGOTA,SANTA FE DE BOGOTA,COLORANTE FLUORESCENTE AMARILLO,20012761-1,Devoluci¢n,08,Vendedor 1,14377013,30/11/2023,GRAMOS,COLORANTES,16,0,158400
-1000,-216375,DEV0000418,Cliente 231,BOGOTA,SANTA FE DE BOGOTA,COLORANTE FLUORESCENTE VERDE,20012761-1,Devoluci¢n,08,Vendedor 1,14377016,30/11/2023,GRAMOS,COLORANTES,16,0,216375
-23,-503987.5,DEV0000419,Cliente 232,BARRANQUILLA,ATLANTICO,POLIOL POLIMERICO,125406445-3,Devoluci¢n,17,Vendedor 6,14397003,30/11/2023,KILOS,QUIMICOS,16,0,503987.5
-200,-5845000,DEV0000420,Cliente 45,MARINILLA,Antioquia,T.D.I. 80/20,667031656-5,Devoluci¢n,17,Vendedor 6,14397004,30/11/2023,KILOS,QUIMICOS,16,0,5845000
-50,-1687500,DEV0000421,Cliente 2,MANIZALES,CALDAS,MDI,288345402-7,Devoluci¢n,11,Vendedor 4,14397006,30/11/2023,KILOS,QUIMICOS,16,0,1687500
-200,-3071500,DEV0000422,Cliente 233,ITAGUI,Antioquia,PARAFINA CHINA SR 58-60,7202643180-4,Devoluci¢n,17,Vendedor 6,14361006,11/12/2023,KILOS,PARAFINAS,15,0,3071500
-200,-3071500,DEV0000423,Cliente 233,ITAGUI,Antioquia,PARAFINA CHINA SR 58-60,7202643180-4,Devoluci¢n,17,Vendedor 6,14361006,11/12/2023,KILOS,PARAFINAS,15,0,3071500
-8,-105040,DEV0000424,Cliente 234,Medell°n,Antioquia,PIOLA #9,1512805902-3,Devoluci¢n,16,Vendedor 2,14372508,20/12/2023,UNIDAD,PIOLAS,15,0,105040
-2000,-29260000,DEV0000425,Cliente 220,BARRANQUILLA,ATLANTICO,PARAFINA MEDIA,268527382-5,Devoluci¢n,17,Vendedor 6,14361002,21/12/2023,KILOS,PARAFINAS,15,0,29260000
-2.8,-155883,DEV0000426,Cliente 235,JAMUND÷,VALLE DEL CAUCA,CHAPA IMPORTADA,63344023-6,Devoluci¢n,17,Vendedor 6,143935001,21/12/2023,KILOS,INSUMOS DE VELAS,15,0,155883
-42,-815745,DEV0000427,Cliente 60,APARTADO,Antioquia,POLIOL ESTANDAR,27169667-6,Devoluci¢n,17,Vendedor 6,14397002,22/12/2023,KILOS,QUIMICOS,15,0,815745
-1820,-26990600,DEV0000428,Cliente 185,CALARCA,QUINDIO,PARAFINA CHINA SR 58-60,45007101-6,Devoluci¢n,08,Vendedor 1,14361006,22/12/2023,KILOS,PARAFINAS,15,0,26990600
-180,-2669400,DEV0000428,Cliente 185,CALARCA,QUINDIO,PARAFINA SR 58/60,45007101-6,Devoluci¢n,08,Vendedor 1,14391002,22/12/2023,KILOS,PARAFINAS,15,0,2669400
-3400,-49742000,DEV0000429,Cliente 152,GALAPA,ATLANTICO,PARAFINA MEDIA,541726630-0,Devoluci¢n,17,Vendedor 6,14361002,23/12/2023,KILOS,PARAFINAS,15,0,49742000
-220,-3559050,DEV0000430,Cliente 121,Medell°n,Antioquia,PARAFINA SR 58/60,49438085-4,Devoluci¢n,16,Vendedor 2,14391002,28/12/2023,KILOS,PARAFINAS,15,0,3559050
-5,-77725,DEV0000431,Cliente 236,POPAYµN,CAUCA,PARAFINA LIVIANA,77755705-6,Devoluci¢n,08,Vendedor 1,14361001,28/12/2023,KILOS,PARAFINAS,15,0,77725
-3400,-52853000,DEV0000432,Cliente 39,PAIPA,BOYACA,PARAFINA MEDIA,25296266-9,Devoluci¢n,08,Vendedor 1,14361002,18/01/2024,KILOS,PARAFINAS,14,0,52853000
-3000,-46042500,DEV0000433,Cliente 26,CUCUTA,NORTE DE SANTANDER,PARAFINA MEDIA,23234964-6,Devoluci¢n,08,Vendedor 1,14361002,18/01/2024,KILOS,PARAFINAS,14,0,46042500
-2000,-30635000,DEV0000434,Cliente 22,IBAGUE,TOLIMA,PARAFINA SR 58/60,43531527-6,Devoluci¢n,08,Vendedor 1,14391002,19/01/2024,KILOS,PARAFINAS,14,0,30635000
-10,-1009950,DEV0000435,Cliente 22,IBAGUE,TOLIMA,VIBAR,43531527-6,Devoluci¢n,08,Vendedor 1,14394004,19/01/2024,KILOS,CERAS Y ADITIVOS,14,0,1009950
-126,-2447235,DEV0000436,Cliente 48,SOGAMOSO,BOYACA,POLIOL ESTANDAR,8522613-8,Devoluci¢n,08,Vendedor 1,14397002,31/01/2024,KILOS,QUIMICOS,14,0,2447235
-126,-2764440,DEV0000436,Cliente 48,SOGAMOSO,BOYACA,POLIOL POLIMERICO,8522613-8,Devoluci¢n,08,Vendedor 1,14397003,31/01/2024,KILOS,QUIMICOS,14,0,2764440
-150,-3905625,DEV0000436,Cliente 48,SOGAMOSO,BOYACA,T.D.I. 80/20,8522613-8,Devoluci¢n,08,Vendedor 1,14397004,31/01/2024,KILOS,QUIMICOS,14,0,3905625
-500,-7457500,DEV0000437,Cliente 175,MANIZALES,CALDAS,PARAFINA LIVIANA,2436122-9,Devoluci¢n,17,Vendedor 6,14361001,31/01/2024,KILOS,PARAFINAS,14,0,7457500
-500,-7457500,DEV0000437,Cliente 175,MANIZALES,CALDAS,PARAFINA MEDIA,2436122-9,Devoluci¢n,17,Vendedor 6,14361002,31/01/2024,KILOS,PARAFINAS,14,0,7457500
-500,-7457500,DEV0000438,Cliente 224,MANIZALES,CALDAS,PARAFINA LIVIANA,18726348-5,Devoluci¢n,17,Vendedor 6,14361001,31/01/2024,KILOS,PARAFINAS,14,0,7457500
-500,-7457500,DEV0000438,Cliente 224,MANIZALES,CALDAS,PARAFINA MEDIA,18726348-5,Devoluci¢n,17,Vendedor 6,14361002,31/01/2024,KILOS,PARAFINAS,14,0,7457500
-8,-75600,DEV0000439,Cliente 237,SANTA MARTA - MAGDALENA,MAGDALENA,CLORURO DE METILENO,237170883-1,Devoluci¢n,17,Vendedor 6,14397005,31/01/2024,KILOS,QUIMICOS,14,0,75600
-42,-798630,DEV0000440,Cliente 48,SOGAMOSO,BOYACA,POLIOL ESTANDAR,8522613-8,Devoluci¢n,08,Vendedor 1,14397002,31/01/2024,KILOS,QUIMICOS,14,0,798630
-1000,-15195000,DEV0000441,Cliente 26,CUCUTA,NORTE DE SANTANDER,PARAFINA MEDIA,23234964-6,Devoluci¢n,08,Vendedor 1,14361002,05/02/2024,KILOS,PARAFINAS,14,0,15195000
-126,-2434950,DEV0000442,Cliente 238,MANIZALES,CALDAS,POLIOL ESTANDAR,818348586-5,Devoluci¢n,17,Vendedor 6,14397002,09/02/2024,KILOS,QUIMICOS,13,0,2434950
-126,-2540160,DEV0000442,Cliente 238,MANIZALES,CALDAS,POLIOL POLIMERICO,818348586-5,Devoluci¢n,17,Vendedor 6,14397003,09/02/2024,KILOS,QUIMICOS,13,0,2540160
-150,-3682500,DEV0000442,Cliente 238,MANIZALES,CALDAS,T.D.I. 80/20,818348586-5,Devoluci¢n,17,Vendedor 6,14397004,09/02/2024,KILOS,QUIMICOS,13,0,3682500
-126,-2540160,DEV0000443,Cliente 209,PEREIRA,RISARALDA,POLIOL POLIMERICO,59933543-0,Devoluci¢n,17,Vendedor 6,14397003,09/02/2024,KILOS,QUIMICOS,13,0,2540160
-100,-2455000,DEV0000443,Cliente 209,PEREIRA,RISARALDA,T.D.I. 80/20,59933543-0,Devoluci¢n,17,Vendedor 6,14397004,09/02/2024,KILOS,QUIMICOS,13,0,2455000
-2000,-30635000,DEV0000444,Cliente 239,IPIALES,NARI•O,PARAFINA CHINA SR 58-60,47244419-1,Devoluci¢n,08,Vendedor 1,14361006,12/02/2024,KILOS,PARAFINAS,13,0,30635000
-200,-504000,DEV0000445,Cliente 22,IBAGUE,TOLIMA,PAPEL CELOFAN CRISTAL,43531527-6,Devoluci¢n,08,Vendedor 1,14393001,17/02/2024,UNIDAD,CELOFAN,13,0,504000
-4.6,-122946.5,DEV0000446,Cliente 80,ENVIGADO,Antioquia,CERA MICROCRISTALINA ESPA•OLA,746809218-1,Devoluci¢n,16,Vendedor 2,14394002,19/02/2024,KILOS,CERAS Y ADITIVOS,13,0,122946.5
-2000,-29795000,DEV0000447,Cliente 185,CALARCA,QUINDIO,PARAFINA CHINA SR 58-60,45007101-6,Devoluci¢n,08,Vendedor 1,14361006,28/02/2024,KILOS,PARAFINAS,13,0,29795000
-20,-318300,DEV0000448,Cliente 101,APARTADO,Antioquia,PARAFINA SR 58/60,64768878-2,Devoluci¢n,16,Vendedor 2,14391002,27/02/2024,KILOS,PARAFINAS,13,0,318300
-15,-239512.5,DEV0000449,Cliente 240,Medell°n,Antioquia,PARAFINA SR 58/60,2303665-4,Devoluci¢n,16,Vendedor 2,14391002,27/02/2024,KILOS,PARAFINAS,13,0,239512.5
-200,-3250500,DEV0000450,Cliente 241,Medell°n,Antioquia,PARAFINA SR 58/60,232902546-4,Devoluci¢n,16,Vendedor 2,14391002,29/02/2024,KILOS,PARAFINAS,13,0,3250500
-200,-2998500,DEV0000451,Cliente 223,Medell°n,Antioquia,PARAFINA LIVIANA,2011904108-6,Devoluci¢n,17,Vendedor 6,14361001,29/02/2024,KILOS,PARAFINAS,13,0,2998500
-100,-258000,DEV0000451,Cliente 223,Medell°n,Antioquia,PAPEL CELOFAN CRISTAL,2011904108-6,Devoluci¢n,17,Vendedor 6,14393001,29/02/2024,UNIDAD,CELOFAN,13,0,258000
-720,-28404000,DEV0000452,Cliente 242,SINCELEJO,SUCRE,CERA MICROCRISTALINA BRASILERA,528279319-4,Devoluci¢n,11,Vendedor 4,14394001,13/03/2024,KILOS,CERAS Y ADITIVOS,12,0,28404000
-4,-106910,DEV0000453,Cliente 243,BARRANQUILLA,ATLANTICO,CERA DE VASO,5213685624-5,Devoluci¢n,17,Vendedor 6,14394003,14/03/2024,KILOS,CERAS Y ADITIVOS,12,0,106910
-5,-1147787.5,DEV0000454,Cliente 244,COTA,CUNDINAMARCA,ESTA•O,769792599-2,Devoluci¢n,14,Vendedor 5,14397010,20/03/2024,KILOS,QUIMICOS,12,0,1147787.5
-588,-11363100,DEV0000455,Cliente 154,VILLA DEL ROSARIO,NORTE DE SANTANDER,POLIOL ESTANDAR,372623234-5,Devoluci¢n,08,Vendedor 1,14397002,02/04/2024,KILOS,QUIMICOS,12,0,11363100
-100,-662250,DEV0000456,Cliente 245,CUCUTA,NORTE DE SANTANDER,CLORURO DE METILENO,635986726-4,Devoluci¢n,08,Vendedor 1,14397005,12/04/2024,KILOS,QUIMICOS,11,0,662250
-50,-394000,DEV0000457,Cliente 246,CUCUTA,NORTE DE SANTANDER,CLORURO DE METILENO,687036709-3,Devoluci¢n,08,Vendedor 1,14397005,15/04/2024,KILOS,QUIMICOS,11,0,394000
-1000,-13167500,DEV0000458,Cliente 247,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,45723266-5,Devoluci¢n,14,Vendedor 5,14361001,23/04/2024,KILOS,PARAFINAS,11,0,13167500
-1000,-13782500,DEV0000458,Cliente 247,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,45723266-5,Devoluci¢n,14,Vendedor 5,14361002,23/04/2024,KILOS,PARAFINAS,11,0,13782500
-10,-159675,DEV0000459,Cliente 63,ENVIGADO,Antioquia,PARAFINA CHINA SR 58-60,7036308702-8,Devoluci¢n,16,Vendedor 2,14361006,29/04/2024,KILOS,PARAFINAS,11,0,159675
-5,-181987.5,DEV0000460,Cliente 173,CUCUTA,NORTE DE SANTANDER,CERA MICROCRISTALINA BRASILERA,371171612-9,Devoluci¢n,08,Vendedor 1,14394001,30/04/2024,KILOS,CERAS Y ADITIVOS,11,0,181987.5
-0.4,-42017,DEV0000461,Cliente 248,Medell°n,Antioquia,CHAPA IMPORTADA,31985421-6,Devoluci¢n,16,Vendedor 2,143935001,27/05/2024,KILOS,INSUMOS DE VELAS,10,0,42017
-1200,-15327000,DEV0000462,Cliente 247,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,45723266-5,Devoluci¢n,14,Vendedor 5,14361001,27/05/2024,KILOS,PARAFINAS,10,0,15327000
-800,-10622000,DEV0000462,Cliente 247,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,45723266-5,Devoluci¢n,14,Vendedor 5,14361002,27/05/2024,KILOS,PARAFINAS,10,0,10622000
-66,-520080,DEV0000463,Cliente 249,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,89896302-5,Devoluci¢n,08,Vendedor 1,14397005,31/05/2024,KILOS,QUIMICOS,10,0,520080
-4,-31520,DEV0000464,Cliente 250,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,315765448-8,Devoluci¢n,08,Vendedor 1,14397005,31/05/2024,KILOS,QUIMICOS,10,0,31520
-98.6,-3790677,DEV0000465,Cliente 251,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA ESPA•OLA,794485778-1,Devoluci¢n,14,Vendedor 5,14394002,11/06/2024,KILOS,CERAS Y ADITIVOS,9,0,3790677
-1200,-16461000,DEV0000466,Cliente 252,ZIPAQUIRA,CUNDINAMARCA,PARAFINA LIVIANA,387745027-3,Devoluci¢n,14,Vendedor 5,14361001,11/06/2024,KILOS,PARAFINAS,9,0,16461000
-3400,-45917000,DEV0000467,Cliente 103,IPIALES,NARI•O,PARAFINA LIVIANA,78518161-9,Devoluci¢n,08,Vendedor 1,14361001,21/06/2024,KILOS,PARAFINAS,9,0,45917000
-20,-268900,DEV0000468,Cliente 253,Medell°n,Antioquia,PARAFINA LIVIANA,376793920-3,Devoluci¢n,17,Vendedor 6,14361001,26/06/2024,KILOS,PARAFINAS,9,0,268900
-1.2,-17646,DEV0000469,Cliente 254,YARUMAL,Antioquia,PIOLA #24,74006418-2,Devoluci¢n,16,Vendedor 2,14372503,26/06/2024,UNIDAD,PIOLAS,9,0,17646
-1.2,-17646,DEV0000469,Cliente 254,YARUMAL,Antioquia,PIOLA #21,74006418-2,Devoluci¢n,16,Vendedor 2,14372504,26/06/2024,UNIDAD,PIOLAS,9,0,17646
-1.2,-17646,DEV0000469,Cliente 254,YARUMAL,Antioquia,PIOLA #18,74006418-2,Devoluci¢n,16,Vendedor 2,14372505,26/06/2024,UNIDAD,PIOLAS,9,0,17646
-5.2,-76466,DEV0000469,Cliente 254,YARUMAL,Antioquia,PIOLA #15,74006418-2,Devoluci¢n,16,Vendedor 2,14372506,26/06/2024,UNIDAD,PIOLAS,9,0,76466
-5.2,-76466,DEV0000469,Cliente 254,YARUMAL,Antioquia,PIOLA #12,74006418-2,Devoluci¢n,16,Vendedor 2,14372507,26/06/2024,UNIDAD,PIOLAS,9,0,76466
-1.2,-17646,DEV0000469,Cliente 254,YARUMAL,Antioquia,PIOLA #9,74006418-2,Devoluci¢n,16,Vendedor 2,14372508,26/06/2024,UNIDAD,PIOLAS,9,0,17646
-210,-3213000,DEV0000469,Cliente 254,YARUMAL,Antioquia,PARAFINA SR 58/60,74006418-2,Devoluci¢n,16,Vendedor 2,14391002,26/06/2024,KILOS,PARAFINAS,9,0,3213000
-15,-175537.5,DEV0000469,Cliente 254,YARUMAL,Antioquia,ACIDO ESTEARICO,74006418-2,Devoluci¢n,16,Vendedor 2,14392001,26/06/2024,KILOS,CERAS Y ADITIVOS,9,0,175537.5
-0.4,-40807,DEV0000469,Cliente 254,YARUMAL,Antioquia,VIBAR,74006418-2,Devoluci¢n,16,Vendedor 2,14394004,26/06/2024,KILOS,CERAS Y ADITIVOS,9,0,40807
-98.6,-3790677,DEV0000470,Cliente 251,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA ESPA•OLA,794485778-1,Devoluci¢n,14,Vendedor 5,14394002,28/06/2024,KILOS,CERAS Y ADITIVOS,9,0,3790677
-400,-5648000,DEV0000471,Cliente 255,PEREIRA,RISARALDA,PARAFINA MEDIA,1008711478-8,Devoluci¢n,17,Vendedor 6,14361002,28/06/2024,KILOS,PARAFINAS,9,0,5648000
-133.8,-3361725,DEV0000472,Cliente 256,BUCARAMANGA,SANTANDER,T.D.I. 80/20,55861891-9,Devoluci¢n,08,Vendedor 1,14397004,28/06/2024,KILOS,QUIMICOS,9,0,3361725
-126,-2331000,DEV0000473,Cliente 256,BUCARAMANGA,SANTANDER,POLIOL ESTANDAR,55861891-9,Devoluci¢n,08,Vendedor 1,14397002,28/06/2024,KILOS,QUIMICOS,9,0,2331000
-2000,-26545000,DEV0000474,Cliente 231,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,20012761-1,Devoluci¢n,08,Vendedor 1,14361002,29/06/2024,KILOS,PARAFINAS,9,0,26545000
-100,-2262500,DEV0000475,Cliente 34,CALI,VALLE DEL CAUCA,T.D.I. 80/20,508876893-3,Devoluci¢n,17,Vendedor 6,14397004,29/06/2024,KILOS,QUIMICOS,9,0,2262500
-5,-816875,DEV0000476,Cliente 237,SANTA MARTA - MAGDALENA,MAGDALENA,AMINA,237170883-1,Devoluci¢n,17,Vendedor 6,14397011,05/07/2024,KILOS,QUIMICOS,8,0,816875
-300,-7185000,DEV0000477,Cliente 171,GUARNE,Antioquia,CLORURO DE METILENO,421129589-9,Devoluci¢n,08,Vendedor 1,14397005,05/07/2024,KILOS,QUIMICOS,8,0,7185000
-54,-452385,DEV0000478,Cliente 257,Medell°n,Antioquia,CLORURO DE METILENO,831837495-1,Devoluci¢n,17,Vendedor 6,14397005,15/07/2024,KILOS,QUIMICOS,8,0,452385
-0.2,-20588,DEV0000479,Cliente 258,Medell°n,Antioquia,VIBAR,42611265-1,Devoluci¢n,16,Vendedor 2,14394004,15/07/2024,KILOS,CERAS Y ADITIVOS,8,0,20588
-25,-362375,DEV0000480,Cliente 259,SOLEDAD,ATLANTICO,PARAFINA LIVIANA,2884426835-8,Devoluci¢n,17,Vendedor 6,14361001,15/07/2024,KILOS,PARAFINAS,8,0,362375
-75,-1087125,DEV0000481,Cliente 259,SOLEDAD,ATLANTICO,PARAFINA LIVIANA,2884426835-8,Devoluci¢n,17,Vendedor 6,14361001,15/07/2024,KILOS,PARAFINAS,8,0,1087125
-200,-2801500,DEV0000482,Cliente 260,BUCARAMANGA,SANTANDER,PARAFINA LIVIANA,5712802687-2,Devoluci¢n,08,Vendedor 1,14361001,17/07/2024,KILOS,PARAFINAS,8,0,2801500
-1260,-22947750,DEV0000483,Cliente 261,BOGOTA,SANTA FE DE BOGOTA,POLIOL ESTANDAR,762816882-2,Devoluci¢n,08,Vendedor 1,14397002,17/07/2024,KILOS,QUIMICOS,8,0,22947750
-50,-1276875,DEV0000483,Cliente 261,BOGOTA,SANTA FE DE BOGOTA,T.D.I. 80/20,762816882-2,Devoluci¢n,08,Vendedor 1,14397004,17/07/2024,KILOS,QUIMICOS,8,0,1276875
-100,-1575750,DEV0000484,Cliente 66,AGUADAS,CALDAS,PARAFINA SR 58/60,6434502-0,Devoluci¢n,17,Vendedor 6,14391002,23/07/2024,KILOS,PARAFINAS,8,0,1575750
-500,-6933750,DEV0000485,Cliente 262,MARINILLA,Antioquia,PARAFINA LIVIANA,33755517-7,Devoluci¢n,17,Vendedor 6,14361001,31/07/2024,KILOS,PARAFINAS,8,0,6933750
-500,-7008750,DEV0000485,Cliente 262,MARINILLA,Antioquia,PARAFINA MEDIA,33755517-7,Devoluci¢n,17,Vendedor 6,14361002,31/07/2024,KILOS,PARAFINAS,8,0,7008750
-9.6,-969552,DEV0000486,Cliente 263,IBAGUE,TOLIMA,VIBAR,30924168-8,Devoluci¢n,08,Vendedor 1,14394004,31/07/2024,KILOS,CERAS Y ADITIVOS,8,0,969552
-8,-196340,DEV0000487,Cliente 264,ENVIGADO,Antioquia,CERA PREPARADA CQP 224,245238950-2,Devoluci¢n,17,Vendedor 6,143705,08/08/2024,KILOS,CERAS Y ADITIVOS,7,0,196340
-5,-66175,DEV0000488,Cliente 265,Medell°n,Antioquia,ACIDO ESTEARICO HPS P10,20166172-3,Devoluci¢n,17,Vendedor 6,14392002,08/08/2024,KILOS,CERAS Y ADITIVOS,7,0,66175
-250,-6062500,DEV0000489,Cliente 266,BOGOTA,SANTA FE DE BOGOTA,T.D.I. 80/20,18885754-8,Devoluci¢n,14,Vendedor 5,14397004,13/08/2024,KILOS,QUIMICOS,7,0,6062500
-5,-309375,DEV0000489,Cliente 266,BOGOTA,SANTA FE DE BOGOTA,SILICONA,18885754-8,Devoluci¢n,14,Vendedor 5,14397007,13/08/2024,KILOS,QUIMICOS,7,0,309375
-9.6,-189120,DEV0000490,Cliente 267,Medell°n,Antioquia,POLIOL POLIMERICO,8082417577-7,Devoluci¢n,17,Vendedor 6,14397003,16/08/2024,KILOS,QUIMICOS,7,0,189120
-10,-158700,DEV0000491,Cliente 268,RIONEGRO,Antioquia,PARAFINA SR 58/60,667806409-4,Devoluci¢n,17,Vendedor 6,14391002,23/08/2024,KILOS,PARAFINAS,7,0,158700
-300,-209364750,DEV0000492,Cliente 147,SEVILLA,VALLE DEL CAUCA,PAPEL CELOFAN CRISTAL,584580740-1,Devoluci¢n,17,Vendedor 6,14393001,26/08/2024,UNIDAD,CELOFAN,7,0,209364750
-50,-745250,DEV0000493,Cliente 269,BOGOTA,SANTA FE DE BOGOTA,PARAFINA FR 56/58 EN SACO,269174894-2,Devoluci¢n,08,Vendedor 1,14391003,27/08/2024,KILOS,PARAFINAS,7,0,745250
-24,-819600,DEV0000493,Cliente 269,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA BRASILERA,269174894-2,Devoluci¢n,08,Vendedor 1,14394001,27/08/2024,KILOS,CERAS Y ADITIVOS,7,0,819600
-1260,-26397000,DEV0000494,Cliente 32,PASTO,NARI•O,POLIOL ESTANDAR,410526441-5,Devoluci¢n,08,Vendedor 1,14397002,30/08/2024,KILOS,QUIMICOS,7,0,26397000
-1000,-15307500,DEV0000495,Cliente 18,LA ESTRELLA,Antioquia,PARAFINA FR56-58 EN CAJA,531499871-2,Devoluci¢n,17,Vendedor 6,14391006,30/08/2024,KILOS,PARAFINAS,7,0,15307500
-1120,-15999200,DEV0000496,Cliente 270,IBAGUE,TOLIMA,PARAFINA SR 58/60,86753216-0,Devoluci¢n,08,Vendedor 1,14391002,13/09/2024,KILOS,PARAFINAS,6,0,15999200
-4480,-63996800,DEV0000497,Cliente 270,IBAGUE,TOLIMA,PARAFINA SR 58/60,86753216-0,Devoluci¢n,08,Vendedor 1,14391002,13/09/2024,KILOS,PARAFINAS,6,0,63996800
-18.6,-695919,DEV0000498,Cliente 271,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA ESPA•OLA,179041793-0,Devoluci¢n,14,Vendedor 5,14394002,18/09/2024,KILOS,CERAS Y ADITIVOS,6,0,695919
-5,-65725,DEV0000499,Cliente 272,IBAGUE,TOLIMA,ACIDO ESTEARICO HPS P10,473293298-5,Devoluci¢n,08,Vendedor 1,14392002,19/09/2024,KILOS,CERAS Y ADITIVOS,6,0,65725
-10,-625000,DEV0000500,Cliente 273,GIRARDOTA,Antioquia,SILICONA,177972706-6,Devoluci¢n,17,Vendedor 6,14397007,26/09/2024,KILOS,QUIMICOS,6,0,625000
-5,-1159375,DEV0000501,Cliente 274,IBAGUE,TOLIMA,ESTA•O,637557350-1,Devoluci¢n,08,Vendedor 1,14397010,26/09/2024,KILOS,QUIMICOS,6,0,1159375
